index,Winddir,Windspeed,Gust_Factor,visability,Condition,cloudCover,ceiling,temp,dew,alt,Conditions
0,300,5,0,10,0,0,0,-2,-9,3029,NP
1,260,14,0,10,0,0,0,3,-2,2981,NP
2,320,11,0,10,0,0,0,-17,-20,3022,NP
3,270,9,0,10,0,0,0,-8,-16,3026,NP
4,250,14,0,9,0,0,0,9,7,2963,NP
5,290,11,0,9,0,6,27,-3,-8,3004,NP
6,230,9,17,10,0,0,0,12,9,2979,NP
7,40,5,0,10,1.25,5,15,3,2,3032,NP
8,280,11,0,10,0,0,0,-9,-14,3010,NP
9,320,10,0,9,1.25,6,15,15,13,2993,NP
10,270,11,0,10,0,0,0,-9,-15,3012,NP
11,340,15,20,10,0,0,0,-1,-8,3014,NP
12,0,22,0,10,0,4,23,4,-1,2978,NP
13,220,10,0,10,0,5,26,15,13,2967,NP
14,250,10,0,10,0,6,24,9,7,2967,NP
15,270,9,0,10,0,0,0,-6,-10,3017,NP
16,330,13,0,10,0,0,0,-9,-14,3035,NP
17,290,7,0,10,0,0,0,-6,-10,2989,NP
18,300,14,19,10,0,0,0,-13,-17,2998,NP
19,310,7,0,9,3.25,7,18,-13,-16,3007,NP
20,280,11,0,0,3,8,14,-13,-17,2997,NP
21,250,14,0,10,0,0,0,1,-3,2994,NP
22,310,5,0,10,0,0,0,-12,-16,3010,NP
23,280,16,0,10,0,0,0,1,-2,2970,NP
24,0,14,0,4,1,7,9,6,4,3028,NP
25,180,5,0,10,0,7,30,7,6,2956,NP
26,360,4,0,10,0,0,0,6,-7,3038,NP
27,330,11,18,10,0,0,0,-5,-12,3029,NP
28,280,11,0,7,3.25,7,18,-13,-15,3003,NP
29,270,11,0,10,0,0,0,-11,-16,3013,NP
30,250,10,0,9,3.25,4,45,-2,-5,3012,NP
31,250,7,0,10,1.25,4,25,12,8,2977,NP
32,270,13,0,10,0,0,0,-10,-14,3010,NP
33,350,8,0,10,0,0,0,8,3,3004,NP
34,260,13,0,9,1.25,4,11,13,10,2967,NP
35,290,11,0,10,0,0,0,-1,-7,3014,NP
36,0,0,0,10,1.25,4,21,5,2,2982,NP
37,220,10,0,8,1.25,7,7,10,8,2980,NP
38,290,10,0,9,0,0,0,-11,-16,3013,NP
39,270,10,0,10,0,0,0,1,-4,2994,NP
40,300,11,0,9,3.25,7,16,-13,-16,3005,NP
41,290,9,0,10,0,0,0,-9,-14,3009,NP
42,310,8,0,10,0,0,0,-1,-11,3034,NP
43,290,14,22,2,3.25,5,9,-4,-4,2944,NP
44,330,11,0,6,3.25,7,30,-9,-13,2965,NP
45,170,7,0,10,0,6,44,6,6,2949,NP
46,340,11,0,10,0,0,0,-1,-9,3017,NP
47,320,10,0,10,0,0,0,-2,-9,3026,NP
48,30,8,0,4,1,7,9,4,3,3035,NP
49,320,8,0,10,0,0,0,-5,-11,3032,NP
50,240,15,0,10,0,0,0,-4,-7,3004,NP
51,270,16,0,10,0,6,35,8,2,2980,NP
52,0,0,0,10,0,0,0,-9,-12,3017,NP
53,290,11,24,10,0,0,0,-2,-6,2997,NP
54,340,11,0,10,0,0,0,-4,-12,3027,NP
55,210,10,0,7,1.25,7,4,6,6,2971,NP
56,230,15,0,10,0,0,0,-1,-6,3011,NP
57,270,13,0,10,0,0,0,2,-3,2987,NP
58,260,11,0,10,0,0,0,-6,-13,3014,NP
59,290,21,29,10,0,0,0,-1,-4,2963,NP
60,300,4,0,10,0,0,0,-1,-9,3034,NP
61,280,9,0,10,0,0,0,2,-1,2994,NP
62,310,7,0,10,0,7,29,-10,-13,3021,NP
63,270,11,0,10,0,7,30,11,8,2976,NP
64,290,14,0,10,0,7,47,-5,-7,2970,NP
65,240,13,20,10,0,5,37,9,5,2959,NP
66,270,11,0,10,0,0,0,1,-4,2994,NP
67,290,11,0,10,0,0,0,-18,-23,3000,NP
68,270,11,0,10,0,0,0,2,-1,2984,NP
69,300,8,0,7,3.25,7,27,-13,-17,2985,NP
70,250,13,0,10,0,6,38,10,7,2965,NP
71,260,5,0,10,0,0,0,-9,-12,3015,NP
72,260,19,0,10,0,0,0,4,0,2973,NP
73,250,2,0,10,0,0,0,-6,-9,3017,NP
74,250,16,0,10,0,0,0,0,-3,2995,NP
75,220,7,0,10,0,0,0,-8,-11,3015,NP
76,270,13,0,10,0,0,0,1,-4,2993,NP
77,320,11,0,1,3.25,8,14,-13,-16,2990,NP
78,280,14,0,10,1.25,6,65,12,4,2993,NP
79,260,7,0,10,0,0,0,4,-7,3035,NP
80,250,10,0,10,0,6,41,-6,-12,2996,NP
81,300,11,0,1,3.25,6,8,1,-1,2964,NP
82,0,19,0,9,0,7,25,8,7,2947,NP
83,280,5,0,10,0,6,50,-7,-12,2997,NP
84,320,11,0,9,3.25,6,25,-6,-9,2977,NP
85,280,14,0,10,0,0,0,-2,-7,2979,NP
86,250,10,15,10,0,0,0,1,-4,2993,NP
87,320,13,0,0,3.5,8,8,-12,-16,2994,NP
88,230,7,0,10,0,0,0,-11,-13,3010,NP
89,300,15,0,10,0,0,0,4,2,2963,NP
90,300,13,0,8,3.25,7,16,-9,-11,2984,NP
91,270,13,0,10,0,7,29,2,-2,2993,NP
92,200,7,0,10,0,0,0,10,9,2978,NP
93,210,11,0,10,0,7,29,15,13,2965,NP
94,280,8,0,4,3.25,6,16,-8,-11,2993,NP
95,260,8,0,10,0,0,0,-9,-16,3019,NP
96,260,10,0,10,0,0,0,-1,-9,3017,NP
97,240,14,20,10,0,0,0,6,1,2971,NP
98,250,7,0,10,0,0,0,-3,-6,3004,NP
99,220,15,0,10,1.25,7,9,12,10,2979,NP
100,340,8,0,3,3.25,4,21,-12,-16,2979,NP
101,190,2,0,10,0,7,100,-14,-16,3007,NP
102,290,5,0,10,0,0,0,-4,-8,3009,NP
103,320,16,0,6,3.25,6,12,-2,-5,2976,NP
104,290,10,0,9,0,0,0,-12,-15,2998,NP
105,250,10,0,10,0,0,0,-1,-6,3001,NP
106,270,11,0,10,0,0,0,1,-4,2994,NP
107,330,5,0,10,0,0,0,-3,-7,3021,NP
108,260,10,0,6,0.25,6,12,-2,-5,3010,NP
109,350,15,0,0,11,8,9,-11,-14,2968,NP
110,210,5,0,10,0,0,0,-9,-13,3009,NP
111,260,14,20,9,0,6,22,9,7,2965,NP
112,210,7,0,10,0,6,120,11,10,2978,NP
113,310,18,24,3,3.25,5,12,-1,-3,2946,NP
114,300,5,0,10,0,0,0,-1,-10,3032,NP
115,260,17,0,10,0,0,0,11,9,2960,NP
116,300,11,0,10,0,6,27,-6,-11,2995,NP
117,290,5,0,10,0,0,0,-10,-18,3021,NP
118,220,14,0,10,0,0,0,-2,-6,3004,NP
119,290,11,0,10,0,6,37,12,8,2980,NP
120,280,11,0,10,0,7,100,-16,-19,3002,NP
121,320,11,0,10,0,0,0,-9,-14,3030,NP
122,310,10,15,10,0,0,0,12,6,2996,NP
123,300,9,16,10,0,0,0,-2,-8,2973,NP
124,300,14,0,9,3.25,7,19,-4,-7,2964,NP
125,270,8,0,10,0,0,0,-9,-13,3014,NP
126,300,11,0,10,0,0,0,-4,-7,2962,NP
127,310,8,0,10,0,0,0,-1,-6,3013,NP
128,270,8,0,10,0,0,0,-9,-13,3014,NP
129,290,9,14,1,3.25,5,11,-3,-5,3004,NP
130,300,13,0,10,0,0,0,-9,-14,3035,NP
131,260,9,0,10,0,0,0,-17,-21,3018,NP
132,290,11,17,10,0,7,70,-7,-10,2986,NP
133,320,14,20,10,0,0,0,-4,-12,3028,NP
134,290,7,0,1,3.25,7,22,-4,-7,2992,NP
135,290,13,0,9,3.25,6,27,-6,-11,2995,NP
136,190,2,0,8,0,0,0,7,7,2990,NP
137,230,4,0,10,0,0,0,-2,-8,3038,NP
138,300,11,0,5,3.25,6,23,-6,-11,3011,NP
139,270,14,0,10,1.25,5,6,9,9,2998,NP
140,250,10,15,10,0,7,27,-4,-8,3019,NP
141,290,10,0,10,0,0,0,-9,-14,3020,NP
142,310,14,0,10,0,7,100,17,13,2987,NP
143,240,10,0,10,0,6,13,12,10,2957,NP
144,280,2,0,10,0,5,65,12,8,2975,NP
145,330,8,0,10,0,0,0,-6,-11,3026,NP
146,240,7,0,10,1.25,5,14,14,13,2985,NP
147,310,2,0,10,0,0,0,-12,-14,2996,NP
148,310,5,0,10,0,0,0,-9,-12,3025,NP
149,220,15,0,10,0,0,0,14,11,2969,NP
150,310,9,15,10,0,0,0,-2,-9,3027,NP
151,300,10,0,9,3.25,7,19,-12,-15,2998,NP
152,330,9,0,10,0,7,35,-9,-14,3029,NP
153,0,16,0,10,0,7,22,6,2,2982,NP
154,180,8,0,10,0,0,0,8,-11,3030,NP
155,260,4,0,10,1.25,6,7,10,10,2992,NP
156,260,15,0,10,0,0,0,-4,-7,3009,NP
157,210,9,0,10,1.25,7,13,13,12,2971,NP
158,350,10,0,10,0,0,0,-4,-7,3011,NP
159,290,11,0,10,0,0,0,-1,-7,3015,NP
160,200,9,0,7,0,6,22,16,13,2990,NP
161,290,8,0,7,3.25,7,25,-7,-13,3012,NP
162,0,0,0,3,1,5,9,1,1,2962,NP
163,0,17,0,10,0,6,55,1,-3,2994,NP
164,220,9,0,7,0,0,0,8,8,2971,NP
165,290,5,0,10,0,0,0,-13,-17,2987,NP
166,280,10,0,1,3.25,8,16,-13,-17,2997,NP
167,260,5,0,10,0,6,23,14,12,2988,NP
168,240,5,0,10,0,0,0,-3,-9,3028,NP
169,280,14,0,1,3.25,5,16,-4,-8,3007,NP
170,290,11,0,10,0,7,70,-13,-17,3014,NP
171,290,5,0,10,0,0,0,-9,-15,3005,NP
172,0,0,0,3,10,7,44,11,8,2982,NP
173,0,0,0,10,0,0,0,-1,-6,3037,NP
175,250,9,0,10,0,0,0,9,4,2979,NP
176,330,10,0,10,0,6,28,-3,-7,2970,NP
177,280,17,0,10,0,0,0,1,-3,2995,NP
178,350,4,0,10,0,0,0,0,-10,3032,NP
179,340,11,0,6,3.25,6,29,-12,-16,2976,NP
180,300,14,0,9,3.25,7,18,-10,-13,2988,NP
181,280,11,0,10,0,0,0,-11,-17,3013,NP
182,280,9,0,10,0,0,0,-2,-6,3004,NP
183,230,4,0,10,0,0,0,-8,-12,3017,NP
184,270,11,0,10,0,0,0,-7,-16,3023,NP
185,310,9,0,10,0,0,0,-11,-16,3011,NP
186,320,11,22,3,3.25,6,14,-3,-5,2953,NP
187,240,15,0,10,0,6,37,24,17,3002,NP
188,200,13,0,10,1.25,7,14,13,12,2971,NP
189,260,11,0,10,0,0,0,-5,-14,3019,NP
190,290,14,0,6,3.25,4,15,-9,-11,2993,NP
191,290,10,0,10,0,0,0,-11,-16,3014,NP
192,220,2,17,10,0,0,0,-2,-9,3032,NP
193,320,16,0,10,0,4,27,5,-2,2997,NP
194,320,5,0,10,0,7,95,-8,-12,2984,NP
195,250,10,0,1,3.25,6,16,-5,-8,3011,NP
196,210,11,16,9,0,0,0,18,13,2990,NP
197,0,0,0,5,10,4,3,2,1,2960,NP
198,180,14,0,10,0,7,48,10,7,2955,NP
199,290,13,18,10,0,0,0,-4,-8,2990,NP
200,270,5,0,10,0,4,22,11,7,2973,NP
201,310,9,0,9,0,7,30,-6,-10,3032,NP
202,340,15,0,10,0,0,0,1,-6,3007,NP
203,280,2,0,10,0,0,0,-17,-21,3005,NP
204,350,11,17,10,0,0,0,-1,-8,3012,NP
205,310,5,0,10,0,0,0,-5,-14,3035,NP
206,350,5,0,10,0,0,0,0,-9,3031,NP
207,260,7,0,10,0,0,0,-2,-8,3020,NP
208,230,5,0,10,0,0,0,12,9,2975,NP
209,340,11,0,10,0,0,0,-1,-9,3017,NP
210,80,7,0,10,0,5,79,1,-6,3021,NP
211,230,4,0,10,0,0,0,-18,-22,3020,NP
212,240,5,0,10,0,0,0,-8,-12,3013,NP
213,0,0,0,10,0,0,0,-9,-12,3020,NP
214,310,5,0,10,0,0,0,-1,-10,3034,NP
215,0,19,0,10,0,6,36,11,6,2962,NP
216,0,0,0,10,0,0,0,-1,-6,3037,NP
217,270,17,0,10,0,0,0,-1,-3,2984,NP
218,270,16,0,10,0,7,33,9,5,2965,NP
219,270,14,0,10,0,7,25,4,1,2975,NP
220,340,8,0,10,0,0,0,-1,-8,3019,NP
221,260,2,0,10,0,0,0,-4,-8,3028,NP
222,20,2,0,10,0,0,0,-4,-8,3027,NP
223,270,16,24,10,0,0,0,3,-1,2960,NP
224,230,9,17,10,0,6,23,14,13,2963,NP
225,0,0,0,0,9,8,2,6,6,2990,NP
226,320,4,0,10,0,0,0,0,-9,3029,NP
227,10,8,0,10,0,0,0,0,-7,3022,NP
228,240,15,0,10,0,7,32,1,-3,2995,NP
229,250,13,0,10,0,0,0,6,-1,2978,NP
230,300,9,0,10,0,6,23,-9,-14,3029,NP
231,220,7,0,5,1.25,6,14,14,13,2985,NP
232,240,14,0,10,0,7,16,11,9,2962,NP
233,320,11,0,10,0,7,46,-4,-8,2971,NP
234,290,8,0,10,0,0,0,-8,-18,3014,NP
235,330,15,0,10,0,0,0,-9,-14,3029,NP
236,260,7,0,10,0,0,0,-8,-16,3006,NP
237,310,9,0,10,0,0,0,-7,-11,2982,NP
238,340,11,0,3,3.25,5,11,-4,-6,2954,NP
239,290,11,0,9,0,0,0,-7,-12,2995,NP
240,290,17,22,10,0,0,0,-2,-6,2967,NP
241,260,14,0,10,0,0,0,-4,-7,3009,NP
242,270,10,0,10,0,0,0,-1,-2,2985,NP
243,250,13,0,10,0,6,22,9,7,2965,NP
244,350,11,0,8,3.25,7,30,-16,-19,3019,NP
245,270,5,0,10,0,0,0,-9,-12,3015,NP
246,300,9,17,3,3.25,4,26,-6,-9,2971,NP
247,0,18,0,10,0,6,22,6,3,2970,NP
248,0,0,0,9,3.25,4,11,-13,-16,3013,NP
249,270,13,0,10,0,0,0,-12,-17,3010,NP
250,260,15,22,10,0,6,31,8,4,2957,NP
251,10,4,0,10,0,7,110,1,-9,3035,NP
252,200,7,0,10,0,0,0,10,9,2977,NP
253,290,11,0,10,0,0,0,3,-2,2992,NP
254,0,0,0,1,10,6,4,6,5,2992,NP
255,230,10,0,10,0,0,0,-7,-11,3012,NP
256,280,17,0,10,0,6,33,0,-8,3012,NP
257,220,5,0,10,0,0,0,10,9,2990,NP
258,270,9,0,10,0,0,0,-2,-8,3020,NP
259,220,10,0,10,0,0,0,12,9,2973,NP
260,320,11,0,10,0,5,75,3,-3,3003,NP
261,240,7,0,4,1.25,6,12,14,13,2985,NP
262,270,8,0,10,0,7,90,9,3,2997,NP
263,260,10,0,10,0,0,0,-5,-11,3021,NP
264,250,13,0,6,1.25,6,8,8,8,2977,NP
265,340,8,0,10,0,0,0,-1,-10,3034,NP
266,310,9,0,10,0,0,0,-10,-14,2978,NP
267,300,7,0,10,0,0,0,-6,-13,3031,NP
268,270,15,0,10,0,7,24,5,1,2977,NP
269,290,8,0,10,0,0,0,-3,-7,2975,NP
270,330,11,0,10,0,0,0,-1,-8,3009,NP
271,0,0,0,10,0,6,65,-6,-9,3015,NP
272,330,5,0,6,11,5,25,-11,-13,3020,NP
273,270,4,0,10,0,0,0,-14,-16,3030,NP
274,250,8,0,10,0,0,0,-1,-4,2984,NP
275,300,11,0,10,0,7,70,10,4,3004,NP
276,210,10,0,10,0,0,0,14,13,2988,NP
277,290,8,0,10,0,6,27,-10,-16,3029,NP
278,260,9,0,10,0,0,0,-2,-10,3029,NP
279,250,5,0,10,0,5,55,12,9,2979,NP
280,180,4,0,10,0,0,0,-10,-13,3010,NP
281,300,7,0,10,0,0,0,-5,-8,3009,NP
282,260,11,17,6,0.25,6,12,-2,-5,3007,NP
283,280,10,19,9,0,0,0,-6,-9,2970,NP
284,260,21,0,10,0,7,26,4,0,2976,NP
285,270,7,0,10,0,0,0,-3,-12,3028,NP
286,290,14,0,10,0,7,110,0,-8,3015,NP
287,260,4,0,10,0,0,0,-3,-9,3027,NP
288,100,5,0,10,0,0,0,6,-7,3023,NP
289,280,10,0,9,3.25,7,16,-11,-16,3013,NP
290,160,4,0,10,0,0,0,-16,-17,3005,NP
291,220,4,0,10,0,0,0,-7,-11,3025,NP
292,310,5,0,10,0,0,0,-7,-14,2996,NP
293,290,14,0,10,0,0,0,-3,-8,2979,NP
294,280,18,23,9,3.25,6,14,-7,-9,2979,NP
295,340,4,0,10,0,0,0,2,-4,3038,NP
296,250,5,0,9,0,0,0,-21,-24,3010,NP
297,340,2,0,10,0,0,0,-8,-13,3032,NP
298,240,9,0,10,0,0,0,-3,-6,3010,NP
299,230,17,0,10,0,5,33,-1,-7,3015,NP
300,300,11,0,10,0,0,0,-4,-6,2961,NP
301,0,18,0,10,0,7,33,8,4,2967,NP
302,250,11,0,10,0,0,0,-3,-6,3004,NP
303,280,11,0,10,0,0,0,2,-2,2997,NP
304,280,8,0,10,0,0,0,-11,-15,3029,NP
305,290,16,19,9,3.25,7,18,-10,-13,2989,NP
306,200,5,0,10,0,0,0,10,9,2977,NP
307,330,13,0,9,3.25,6,60,-6,-8,2961,NP
308,0,17,0,10,0,7,27,11,9,2959,NP
309,340,14,0,10,0,0,0,-1,-8,3019,NP
310,270,13,0,10,0,0,0,1,-4,2994,NP
311,310,11,0,9,3.25,7,23,-6,-10,2979,NP
312,250,20,0,10,0,6,25,5,1,2946,NP
313,280,5,0,10,0,0,0,-18,-20,3011,NP
314,330,10,0,9,3.25,4,19,-8,-11,2970,NP
315,310,9,0,2,11,7,9,-21,-24,3006,NP
316,280,11,0,10,0,0,0,-1,-6,2996,NP
317,260,11,0,10,0,0,0,-9,-17,3013,NP
318,200,7,0,10,0,5,100,19,17,2987,NP
319,200,22,0,10,0,0,0,11,9,2938,P
320,220,4,0,10,0,0,0,6,-4,2975,P
321,30,9,14,10,0,5,48,29,17,3019,P
322,200,4,0,8,0,5,15,29,26,2987,P
323,200,11,0,10,0,0,0,6,2,2945,P
324,260,22,0,5,11,2,0,17,-2,2946,P
325,230,7,0,10,0,0,0,-1,-4,3006,P
326,150,5,0,10,0,0,0,1,-4,3015,P
327,190,7,0,10,0,0,0,29,21,2997,P
328,230,5,0,0,1.25,7,3,2,2,2994,P
329,0,0,0,10,0,0,0,-8,-11,3042,P
330,90,5,0,10,0,0,0,-8,-11,3037,P
331,70,4,0,10,0,0,0,-5,-8,3037,P
332,80,11,16,10,0,0,0,-2,-6,3013,P
333,210,7,0,10,0,0,0,-15,-23,3003,P
334,290,5,0,10,0,0,0,-15,-23,3006,P
335,230,3,0,10,0,0,0,-16,-24,3006,P
336,70,8,0,10,0,0,0,-3,-6,3013,P
337,90,11,0,7,0,0,0,-1,-5,3017,P
338,90,13,0,9,0,0,0,-2,-5,3017,P
339,350,5,0,10,0,0,0,-4,-11,3020,P
340,20,5,0,10,0,0,0,-3,-8,3018,P
341,330,4,0,10,0,0,0,-4,-12,3020,P
342,180,4,0,10,0,0,0,-16,-26,3001,P
343,170,14,0,10,0,0,0,-6,-12,3019,P
344,120,8,0,1,10,8,4,8,8,2928,P
345,120,8,0,1,10,8,4,8,8,2928,P
346,80,16,26,10,0,0,0,17,6,2951,P
347,80,16,0,10,0,0,0,18,7,2943,P
348,40,22,0,0,3,7,8,-2,-4,2971,P
349,50,10,0,0,3,5,7,-1,-2,2977,P
350,20,14,0,4,1.25,7,4,2,2,2953,P
351,90,5,0,10,0,0,0,-8,-11,3037,P
352,100,6,0,1,3.25,8,15,-3,-5,3029,P
353,30,16,26,3,3.25,6,15,-2,-5,2965,P
354,20,12,0,2,1.25,7,7,3,2,2956,P
355,130,4,0,8,0,0,0,-6,-8,3034,P
356,40,14,0,2,1,7,3,1,0,2955,P
357,50,17,0,1,3.25,8,16,-7,-9,2989,P
358,0,15,0,0,3,7,7,-3,-4,2970,P
359,50,10,0,0,3,5,7,-1,-2,2977,P
360,60,20,26,10,0,0,0,14,6,2940,P
361,30,15,0,2,1.25,7,3,3,2,2954,P
362,140,9,0,10,0,0,0,-1,-4,3020,P
363,150,3,0,10,0,0,0,3,-2,3014,P
364,90,4,0,10,0,0,0,-18,-23,3010,P
365,80,5,0,9,3.25,7,30,-16,-18,3005,P
366,10,12,0,2,1.25,7,3,2,1,2986,P
367,90,3,0,10,0,0,0,-26,-28,3002,P
368,50,3,0,10,0,0,0,-14,-19,3026,P
