index,Winddir,Windspeed,Gust_Factor,visability,Condition,cloudCover,ceiling,temp,dew,alt,Conditions
758,200,8,0,10,0,0,0,3,-2,3012,P
759,70,13,0,4,3.25,7,7,1,1,2940,P
760,0,0,0,10,0,0,0,2,-3,3020,P
761,140,7,0,10,0,7,100,-1,-3,3006,P
762,80,7,0,7,8,7,12,-2,-5,2975,P
763,100,22,0,10,1.25,7,9,1,0,2963,P
764,50,11,21,3,3.25,5,14,-3,-5,2965,P
765,200,9,0,10,0,0,0,3,-2,3025,P
766,90,14,0,1,3.25,5,16,0,-1,2971,P
767,100,22,0,10,1.25,7,9,1,0,2963,P
768,100,13,20,6,0.25,7,11,-1,-2,2956,P
769,360,10,0,5,10,7,4,-2,-3,2979,P
770,160,7,0,0,0,8,2,-8,-10,3004,P
771,0,0,0,8,0,7,32,2,-3,3022,P
772,110,2,0,10,0,7,41,-3,-6,3013,P
773,90,13,19,4,1,6,14,1,-1,2965,P
774,290,19,27,10,0,0,0,3,-6,2965,P
775,90,16,0,10,0,7,25,-2,-6,2984,P
776,90,7,0,10,0,0,0,0,-3,3020,P
777,110,11,0,4,3.25,7,4,-1,-2,3005,P
778,290,4,0,2,3.25,6,8,-2,-3,3023,P
779,60,5,0,10,0,7,30,-1,-5,2989,P
780,110,8,0,6,8,7,9,-1,-1,3019,P
781,110,8,0,10,0,0,0,-2,-4,3012,P
782,60,5,0,10,0,7,32,-1,-3,2992,P
783,60,5,0,10,0,7,32,-1,-3,2992,P
784,330,9,0,6,3.25,5,39,-2,-6,3020,P
785,80,9,0,10,0,0,0,2,-1,2980,P
786,80,10,0,10,0,6,90,6,0,2977,P
787,70,8,0,10,0,7,90,2,-5,2984,P
788,40,14,20,10,0,0,0,3,-3,2973,P
789,20,9,15,10,0,0,0,9,-9,2970,P
790,80,5,0,10,0,0,0,5,-6,2970,P
791,30,10,0,10,0,0,0,1,-2,2970,P
792,30,10,0,10,0,0,0,1,-2,2970,P
793,20,9,0,10,0,0,0,6,-2,2979,P
794,40,5,0,10,0,0,0,-2,-3,2977,P
795,30,10,0,10,0,0,0,1,-2,2970,P
796,50,5,0,10,0,0,0,4,-4,2976,P
797,110,14,0,3,10,7,4,-1,-2,2950,P
798,80,11,0,10,0,0,0,5,0,2971,P
799,140,11,20,8,0,0,0,6,5,2987,P
800,50,11,0,10,0,0,0,4,0,2985,P
801,40,2,0,10,0,0,0,2,-4,2987,P
802,50,10,0,10,0,0,0,1,-1,3012,P
803,360,7,0,10,0,0,0,1,-7,3000,P
804,60,5,0,10,0,0,0,4,1,2987,P
805,60,5,0,10,0,7,90,3,-3,2978,P
806,10,7,0,10,0,0,0,-3,-11,3020,P
807,20,9,0,10,0,0,0,-4,-9,3022,P
808,50,5,0,10,0,0,0,-3,-7,3006,P
809,20,2,0,10,0,0,0,-3,-7,3004,P
810,90,4,0,10,0,0,0,-3,-7,3003,P
811,60,4,0,10,0,0,0,-3,-8,3035,P
812,150,8,0,10,0,0,0,0,-6,2987,P
813,90,13,0,9,0,0,0,-1,-3,3014,P
814,220,12,0,10,0,0,0,-2,-3,2996,P
815,240,16,0,10,0,0,0,-2,-4,2997,P
816,40,10,15,10,0,0,0,-7,-11,3020,P
817,220,6,0,6,10,7,6,2,1,2987,P
818,230,5,0,5,10,7,7,2,-1,2992,P
819,70,6,0,8,0,0,0,-7,-7,2996,P
820,40,10,0,10,0,7,15,5,-1,2996,P
821,150,9,0,10,0,0,0,-9,-16,3012,P
822,160,13,0,10,0,0,0,-7,-13,3020,P
823,170,18,0,10,0,0,0,-6,-11,3020,P
824,40,8,0,10,0,0,0,-3,-7,3019,P
825,50,8,0,10,0,0,0,-7,-12,3020,P
826,40,12,0,10,0,0,0,-3,-8,3019,P
827,40,14,19,9,0.25,7,11,0,-2,2998,P
828,40,10,0,10,0,0,0,0,-2,2998,P
829,350,6,0,10,0,0,0,-4,-6,2997,P
830,60,5,0,4,10,7,100,-3,-5,3029,P
831,20,12,0,2,1.25,7,7,3,2,2956,P
832,0,16,0,3,1.25,6,9,1,0,2959,P
833,180,6,0,10,0,0,0,-1,-7,2985,P
834,210,9,0,9,3.25,5,32,-6,-9,2990,P
835,90,9,14,10,0,0,0,-7,-11,3021,P
836,10,7,0,3,3.25,5,19,-7,-11,3050,P
837,360,10,0,1,3.25,6,13,-9,-13,3051,P
838,40,11,0,9,0,7,32,-7,-11,3052,P
839,0,14,0,10,0,7,28,-2,-8,3002,P
840,80,8,0,10,0,0,0,-4,-8,3004,P
841,100,16,0,10,0,0,0,-3,-7,2996,P
842,100,16,0,10,0,0,0,-3,-8,3000,P
843,20,8,0,10,0,0,0,-7,-18,3046,P
844,10,14,0,2,3.25,7,3,1,-1,2988,P
845,200,9,0,10,0,0,0,0,-7,3004,P
846,60,7,0,10,0,0,0,-7,-18,3045,P
847,130,4,0,10,0,0,0,2,-7,3019,P
848,0,12,0,10,1,5,7,8,7,2964,P
849,190,10,0,10,0,0,0,17,16,2962,P
850,180,8,0,10,0,0,0,13,13,2968,P
851,170,8,0,5,10,6,8,14,14,2968,P
852,190,10,16,10,0,0,0,17,16,2976,P
853,0,0,0,0,9,7,3,12,12,2960,P
854,240,13,0,7,1,6,9,16,15,2962,P
855,130,14,0,9,0,7,38,12,12,2980,P
856,100,4,0,10,0,7,70,0,-4,2993,P
857,150,7,0,10,0,0,0,-7,-16,3031,P
858,60,3,0,10,0,0,0,-3,-9,3036,P
859,130,5,0,10,0,0,0,-3,-9,3039,P
860,70,5,0,10,0,0,0,-4,-7,3037,P
861,360,13,0,10,0,0,0,11,11,2957,P
862,130,5,0,3,3.25,7,36,-2,-6,3031,P
863,0,0,0,10,0,0,0,4,-9,3032,P
864,0,0,0,10,0,0,0,0,-9,3030,P
865,10,5,0,5,10,6,12,2,0,3015,P
866,330,5,0,9,0,7,25,-2,-4,3012,P
867,70,9,0,10,0,0,0,1,-5,3037,P
868,70,6,0,10,0,0,0,-1,-11,3028,P
869,130,4,0,10,0,0,0,2,-7,3019,P
870,60,10,0,2,1,7,3,3,3,2967,P
871,340,7,0,10,0,0,0,1,-1,2969,P
872,160,3,0,10,0,0,0,9,3,2988,P
873,200,5,0,10,0,0,0,7,3,3004,P
874,0,0,0,10,0,0,0,0,-12,3061,P
875,140,4,0,10,0,0,0,0,-9,3032,P
876,160,3,0,10,0,0,0,1,-16,3051,P
877,100,5,0,10,0,0,0,-1,-6,3034,P
878,290,7,0,10,0,0,0,-2,-8,3014,P
879,140,11,0,10,0,0,0,-4,-9,3015,P
880,350,14,20,8,0,0,0,-3,-3,2969,P
881,160,7,0,9,0,7,75,-8,-14,3017,P
882,130,8,0,10,0,0,0,1,-9,3028,P
883,80,7,0,10,0,0,0,-1,-7,3040,P
884,160,5,0,10,2.25,5,7,13,13,2950,P
885,20,5,0,10,0,0,0,1,-3,3004,P
886,50,4,0,10,0,0,0,4,-8,3039,P
887,60,8,0,1,10,7,3,-2,-2,2995,P
888,100,6,0,10,0,0,0,0,-7,3034,P
889,80,4,0,9,0,7,22,-2,-7,3037,P
890,340,13,0,2,1,7,4,7,6,2959,P
891,160,9,0,10,0,0,0,-7,-13,3026,P
892,140,8,0,10,0,5,50,-6,-13,3021,P
893,70,3,0,10,0,0,0,-1,-7,3043,P
894,100,3,0,10,0,6,100,0,-7,3036,P
895,140,15,0,10,0,0,0,-11,-16,3023,P
896,140,11,16,10,0,0,0,-9,-16,3029,P
897,130,4,0,8,0,0,0,-6,-8,3034,P
898,100,6,0,10,0,0,0,-3,-7,3032,P
899,200,5,0,10,0,0,0,3,-9,3046,P
900,20,15,20,7,3.25,7,9,-7,-11,2998,P
901,120,6,0,10,0,0,0,1,-7,3034,P
902,10,19,24,1,3.25,5,9,0,-2,2987,P
903,120,17,0,10,0,0,0,-3,-8,3018,P
904,20,11,0,7,0,0,0,-8,-10,2992,P
905,150,8,0,10,0,0,0,4,-3,3054,P
906,250,4,0,10,0,0,0,3,-11,3051,P
907,110,6,0,10,0,0,0,-2,-11,2996,P
908,110,6,0,10,0,0,0,-9,-15,2988,P
909,130,8,0,10,0,0,0,2,-3,3015,P
910,100,7,0,10,0,0,0,-3,-8,3011,P
911,110,6,0,10,0,0,0,2,-7,3018,P
912,130,5,0,10,0,7,110,-1,-6,3036,P
913,120,15,0,10,0,0,0,-6,-8,2990,P
914,360,21,28,10,0,0,0,-8,-9,2982,P
915,340,13,0,9,0,6,13,-3,-3,2967,P
916,160,20,26,10,0,0,0,7,0,2984,P
917,130,11,0,10,0,0,0,-7,-11,3011,P
918,50,5,0,10,0,0,0,-6,-12,2998,P
919,150,10,0,10,0,0,0,3,1,3013,P
920,280,5,0,10,1.25,4,36,7,4,2989,P
921,0,0,0,10,1.25,7,47,3,0,3013,P
922,90,3,0,9,0,7,85,-1,-3,3035,P
923,130,8,0,10,0,7,79,3,-4,3025,P
924,340,11,0,10,0,0,0,1,-3,3028,P
925,10,8,0,9,0,0,0,-2,-4,3029,P
926,320,8,0,10,1,5,24,7,6,2995,P
927,20,15,20,2,1.25,7,6,2,1,2960,P
928,20,12,0,0,0,7,2,-6,-6,2985,P
929,160,5,0,6,1.25,7,79,14,13,2957,P
930,270,4,0,6,3.25,6,11,-8,-11,2965,P
931,100,4,0,5,1.25,6,8,8,7,2968,P
932,140,10,0,7,1.25,5,16,7,6,2969,P
933,260,13,0,5,1.5,4,4,13,13,2957,P
934,160,5,0,6,1.25,7,79,14,13,2957,P
935,210,5,0,10,0,0,0,-3,-15,3017,P
936,40,8,0,7,0,0,0,1,-1,3026,P
937,330,12,0,3,8,7,6,2,1,3003,P
938,110,5,0,10,0,0,0,2,-7,3031,P
939,340,13,0,2,1,7,4,7,6,2959,P
940,140,13,0,10,0,0,0,-6,-13,2995,P
941,30,8,0,3,10,7,4,-6,-6,2986,P
942,190,4,0,10,0,0,0,10,3,3001,P
943,140,8,0,10,0,0,0,1,-6,3027,P
944,110,5,0,5,1,4,49,8,7,2972,P
945,30,8,0,3,10,7,4,-6,-6,2986,P
946,270,21,27,10,0,0,0,1,-2,2950,P
947,0,0,0,10,0,0,0,-13,-16,3042,P
948,70,5,0,10,0,0,0,-4,-7,3037,P
949,60,10,0,2,1,7,3,3,3,2967,P
950,40,6,0,3,1,7,9,4,3,2971,P
951,180,5,0,4,1.25,6,6,2,1,2964,P
952,310,13,0,10,0,6,47,-6,-9,2987,P
953,0,0,0,10,0,0,0,-14,-17,3059,P
954,190,5,0,4,3.25,7,39,-12,-17,3034,P
955,230,3,0,10,0,0,0,-18,-25,3036,P
956,0,0,0,10,0,0,0,-13,-21,3038,P
957,240,3,0,10,0,0,0,-19,-27,3037,P
958,0,0,0,10,0,0,0,-9,-17,3037,P
959,210,8,0,10,0,0,0,-14,-20,3030,P
960,0,0,0,10,0,0,0,-8,-11,3044,P
961,70,8,0,10,0,0,0,-2,-12,3054,P
962,90,4,0,9,0,0,0,-10,-11,3055,P
963,40,3,0,0,9,7,2,8,8,2960,P
964,30,7,0,10,0,0,0,-13,-19,3054,P
965,20,9,0,10,0,0,0,0,-7,3067,P
966,350,12,0,10,0,6,100,-2,-8,3062,P
967,40,12,0,10,0,0,0,-1,-7,3062,P
968,20,10,0,10,0,0,0,-2,-10,3067,P
969,30,11,0,10,0,0,0,-1,-7,3064,P
970,20,3,0,10,0,0,0,1,-7,3067,P
971,360,7,0,10,0,7,120,-1,-6,3063,P
972,0,0,0,10,0,0,0,-17,-21,3015,P
973,20,9,0,10,0,0,0,0,-7,3067,P
974,10,15,0,10,0,0,0,6,-4,3052,P
975,40,3,0,10,0,0,0,-6,-8,3055,P
976,100,6,0,10,0,0,0,-7,-11,3054,P
977,80,9,0,10,0,0,0,0,-6,3038,P
978,220,3,0,10,0,0,0,-3,-8,3037,P
979,60,11,0,8,0,0,0,-2,-4,3012,P
980,60,11,0,8,0,0,0,-2,-4,3012,P
981,80,4,0,10,0,0,0,-4,-9,3052,P
982,130,4,0,10,0,0,0,-3,-10,3053,P
983,70,5,0,10,0,0,0,0,-7,3048,P
984,40,5,0,4,10,7,3,1,0,2986,P
985,60,5,0,6,1.25,7,4,3,1,3009,P
986,50,5,0,10,0,0,0,1,-5,3045,P
987,90,7,0,10,0,0,0,1,-4,3045,P
988,90,7,0,10,0,0,0,-3,-7,3048,P
989,0,0,0,10,0,0,0,-6,-10,3056,P
990,220,12,0,10,0,0,0,-14,-24,3038,P
991,0,0,0,10,0,0,0,-13,-21,3038,P
992,70,8,0,10,0,0,0,-14,-20,3055,P
993,20,12,0,10,0,0,0,1,-6,3064,P
994,110,3,0,10,0,0,0,-3,-9,3054,P
995,70,6,0,10,0,0,0,-2,-7,3053,P
996,50,5,0,10,0,0,0,-3,-8,3055,P
997,70,6,0,10,0,0,0,-2,-7,3053,P
998,70,6,0,10,0,0,0,-1,-8,3040,P
999,110,3,0,10,0,0,0,-3,-9,3054,P
1000,80,5,0,10,0,0,0,-4,-9,3053,P
1001,90,6,0,10,0,0,0,-3,-6,3045,P
1002,40,6,0,10,0,0,0,-3,-7,3045,P
1003,80,5,0,10,0,0,0,-3,-6,3040,P
1004,20,12,0,10,0,0,0,1,-6,3064,P
1005,50,7,0,0,0,8,2,-1,-1,2978,P
1006,200,3,0,10,0,0,0,-6,-12,3050,P
1007,0,0,0,10,0,0,0,-8,-13,3057,P
1008,110,3,0,10,0,0,0,-3,-9,3054,P
1009,0,0,0,10,0,0,0,-14,-22,3034,P
1010,210,8,0,10,0,0,0,-14,-20,3030,P
1011,70,10,0,10,0,0,0,0,-4,2982,P
1012,20,5,0,10,0,7,110,-1,-4,3021,P
1013,50,7,0,5,10,7,4,3,1,3015,P
1014,130,5,0,2,1,7,6,3,2,3011,P
1015,100,14,19,10,0,0,0,0,-5,2980,P
1016,100,19,24,10,0,0,0,-1,-9,2971,P
1017,40,15,0,10,0,0,0,-7,-9,3029,P
1018,50,9,0,10,0,0,0,-6,-8,3020,P
1019,20,16,0,10,0,0,0,-7,-9,3028,P
1020,50,9,0,10,0,0,0,-6,-8,3020,P
1021,340,7,0,10,0,0,0,-2,-8,3025,P
1022,30,5,0,10,0,0,0,3,-1,3018,P
1023,220,14,0,9,0,0,0,3,1,2938,P
1024,90,7,0,8,0,0,0,-4,-6,3018,P
1025,20,9,0,8,0,0,0,0,-6,3020,P
1026,20,5,0,10,0,0,0,4,-4,3017,P
1027,70,10,0,10,0,0,0,3,-8,3020,P
1028,80,5,0,10,0,7,110,1,-11,3022,P
1029,80,5,0,10,0,0,0,2,-3,3022,P
1030,130,5,0,10,0,7,38,-2,-6,3014,P
1031,30,2,0,10,0,5,70,3,-10,3032,P
1032,70,7,0,10,0,0,0,1,-3,3020,P
1033,40,5,0,10,0,0,0,7,-6,3013,P
1034,100,7,0,10,0,0,0,4,-8,3018,P
1035,330,5,0,9,0,7,25,-2,-4,3012,P
1036,330,11,0,2,3.25,7,4,-11,-12,2971,P
1037,100,4,0,10,0,0,0,6,1,3010,P
1038,130,5,0,10,0,0,0,5,-2,3029,P
1039,350,4,0,10,0,0,0,-2,-7,3028,P
1040,100,6,0,8,8,7,9,0,-1,3004,P
1041,10,5,0,9,0,6,120,1,-5,3026,P
1042,350,8,0,8,0,0,0,2,-4,3021,P
1043,90,11,0,7,8,7,7,0,-1,3004,P
1044,0,14,19,5,10,6,7,1,-1,3017,P
1045,60,5,0,4,1.25,4,3,6,4,3012,P
1046,60,8,0,9,0,0,0,4,-1,3014,P
1047,0,17,0,6,10,7,8,-1,-2,3014,P
1048,340,11,0,7,0,0,0,1,-1,3015,P
1049,0,17,0,6,10,7,8,-1,-2,3014,P
1050,330,5,0,10,0,0,0,-6,-9,3026,P
1051,20,10,0,10,0,0,0,3,0,3017,P
1052,10,8,0,10,0,7,85,-7,-9,3029,P
1053,360,10,0,10,0,0,0,-7,-10,3029,P
1054,50,16,0,6,11,7,15,-7,-10,3029,P
1055,40,16,0,10,0,7,33,-6,-8,3026,P
1056,20,13,0,10,0,7,50,-7,-11,3034,P
1057,70,5,0,10,0,0,0,-5,-8,3028,P
1058,10,2,0,10,0,0,0,1,-2,2994,P
1059,0,14,0,10,0,6,120,2,-2,2989,P
1060,30,4,0,10,0,0,0,4,0,2993,P
1061,20,2,0,10,0,0,0,4,-1,2993,P
1062,0,0,0,10,0,0,0,4,-1,2995,P
1063,20,15,22,3,3.25,7,6,2,1,2955,P
1064,40,5,0,0,3,8,7,1,1,2971,P
1065,70,8,0,10,0,4,95,-1,-3,2987,P
1066,0,0,0,10,0,0,0,-5,-10,3025,P
1067,80,5,0,10,0,0,0,-9,-14,3025,P
1068,120,9,0,10,0,0,0,-11,-13,2993,P
1069,70,8,0,4,10,7,6,-8,-8,3029,P
1070,90,8,0,10,0,0,0,-6,-10,3039,P
1071,220,2,0,10,0,6,90,-6,-22,3038,P
1072,120,9,0,8,0,0,0,-12,-14,2994,P
1073,120,7,0,9,0,7,41,-9,-12,3032,P
1074,100,7,0,8,8,7,9,-7,-11,3029,P
1075,30,10,0,0,0,7,2,-3,-3,2984,P
1076,0,0,0,10,0,7,90,-13,-15,3046,P
1077,80,13,0,10,0,0,0,-3,-8,3002,P
1078,50,6,0,10,0,0,0,-7,-10,3054,P
1079,90,3,0,10,0,7,85,-4,-9,3023,P
1080,70,8,0,9,3.25,7,60,-8,-14,3027,P
1081,70,8,0,9,3.25,7,60,-8,-14,3027,P
1082,0,0,0,10,0,0,0,-11,-15,3044,P
1083,240,7,0,10,0,6,30,12,7,2981,P
1084,120,10,0,10,0,0,0,-10,-13,3036,P
1085,100,6,0,10,0,0,0,-1,-6,3046,P
1086,90,9,0,10,0,0,0,1,-2,2985,P
1087,280,11,0,7,0,0,0,4,-3,2982,P
1088,280,13,0,10,0,0,0,6,-5,2987,P
1089,90,14,0,10,0,0,0,-3,-8,3003,P
1090,360,10,0,10,0,0,0,-8,-14,3004,P
1091,60,3,0,10,0,0,0,-3,-10,3052,P
1092,110,3,0,10,0,0,0,-6,-9,3037,P
1093,130,4,0,10,0,0,0,-3,-10,3053,P
1094,10,11,0,10,0,7,90,2,-6,2997,P
1095,290,8,0,10,0,0,0,5,-4,2988,P
1096,140,6,0,2,3.25,7,7,-11,-13,2988,P
1097,320,10,0,10,0,0,0,-1,-4,2998,P
1098,280,11,0,7,0,0,0,4,-3,2982,P
1099,70,4,0,5,1.25,7,3,4,4,3009,P
1100,60,8,0,2,10,7,4,-4,-4,3017,P
1101,330,8,0,10,0,0,0,-6,-13,3007,P
1102,0,0,0,7,0,0,0,-17,-18,3006,P
1103,320,6,0,10,0,0,0,-1,-4,2995,P
1104,150,3,0,10,0,0,0,1,-5,3010,P
1105,0,0,0,10,0,0,0,3,-7,3060,P
1106,90,9,0,10,0,7,41,-6,-9,3036,P
1107,350,11,0,10,0,0,0,0,-5,3001,P
1108,320,6,0,10,0,0,0,-6,-11,3006,P
1109,0,0,0,10,0,0,0,2,-6,3010,P
1110,80,6,0,10,0,0,0,0,-6,3046,P
1111,40,7,0,10,0,0,0,2,-4,2997,P
1112,280,12,0,10,0,0,0,-12,-17,2987,P
1113,40,7,0,2,8,7,7,-7,-8,2998,P
1114,20,10,0,6,11,2,0,-3,-6,2996,P
1115,250,5,0,10,0,0,0,-14,-26,3028,P
1116,120,12,0,6,10,7,12,-10,-12,3034,P
1117,70,5,0,10,0,0,0,0,-7,3048,P
1118,60,14,0,4,3.25,6,60,-4,-7,2990,P
1119,150,3,0,10,0,0,0,1,-7,3017,P
1120,310,6,0,10,0,0,0,-12,-16,2998,P
1121,290,10,0,10,0,0,0,-7,-9,2995,P
1122,350,11,0,7,0,0,0,3,-1,2988,P
1123,360,11,0,10,0,0,0,-8,-14,3003,P
1124,170,4,0,10,0,0,0,-12,-17,3032,P
1125,40,8,0,10,0,7,75,-9,-15,3005,P
1126,10,8,0,8,0,0,0,-3,-7,2990,P
1127,10,11,0,10,0,0,0,-9,-13,3000,P
1128,120,9,0,10,0,0,0,-11,-13,2993,P
1129,100,10,15,10,0,0,0,-7,-10,3036,P
1130,10,8,0,3,10,7,4,2,2,3011,P
1131,20,11,0,10,0,0,0,3,2,3011,P
1132,360,10,0,10,0,0,0,3,-3,3020,P
1133,360,5,0,5,3.25,5,28,-2,-7,3037,P
1134,10,15,0,10,0,7,70,1,-5,3020,P
1135,10,10,0,10,0,0,0,-1,-6,3029,P
1136,320,11,0,10,0,0,0,1,-9,3032,P
1137,60,11,0,10,0,0,0,2,-3,3006,P
1138,60,14,0,10,0,0,0,3,-2,3009,P
1139,120,5,0,10,0,0,0,13,11,3017,P
1140,140,7,0,10,0,0,0,-3,-5,3043,P
1141,10,9,14,10,0,0,0,4,2,3006,P
1142,330,5,0,10,0,0,0,2,-8,3030,P
1143,360,9,0,10,0,7,21,5,2,3013,P
1144,40,13,0,10,0,0,0,6,1,3012,P
1145,260,5,0,10,0,6,47,5,-1,3019,P
